"X","Idade","Sexo","Profissao","Moradia","Conta_Poupanca","Conta_Corrente","Valor_do_Credito","Duracao","Motivo","Risco"
820,27,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1101,12,"Carro","Crédito Bom"
821,24,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",3016,12,"radio/TV","Crédito Bom"
822,41,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2712,36,"Móveis/Equipamentos","Crédito Ruim"
823,47,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",731,8,"Carro","Crédito Bom"
824,35,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3780,18,"Móveis/Equipamentos","Crédito Bom"
825,30,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1602,21,"Carro","Crédito Bom"
826,33,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3966,18,"Carro","Crédito Ruim"
827,36,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",4165,18,"Negócios/Empreender","Crédito Ruim"
828,47,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Conta Corrente Básica",8335,36,"Carro","Crédito Ruim"
829,38,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Conta Corrente Moderada",6681,48,"Negócios/Empreender","Crédito Bom"
830,44,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2375,24,"Negócios/Empreender","Crédito Bom"
831,23,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1216,18,"Carro","Crédito Ruim"
832,29,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",11816,45,"Negócios/Empreender","Crédito Ruim"
833,42,"Feminino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",5084,24,"radio/TV","Crédito Bom"
834,25,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",2327,15,"radio/TV","Crédito Ruim"
835,48,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1082,12,"Carro","Crédito Ruim"
836,21,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",886,12,"radio/TV","Crédito Bom"
837,23,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",601,4,"Móveis/Equipamentos","Crédito Bom"
838,63,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2957,24,"Carro","Crédito Bom"
839,46,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2611,24,"radio/TV","Crédito Bom"
840,29,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",5179,36,"Móveis/Equipamentos","Crédito Ruim"
841,28,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2993,21,"Carro","Crédito Bom"
842,23,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1943,18,"Reparos","Crédito Ruim"
843,50,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1559,24,"Negócios/Empreender","Crédito Bom"
844,47,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3422,18,"Móveis/Equipamentos","Crédito Bom"
845,35,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",3976,21,"Móveis/Equipamentos","Crédito Bom"
846,68,"Masculino","Qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",6761,18,"Carro","Crédito Ruim"
847,28,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1249,24,"Carro","Crédito Bom"
848,59,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1364,9,"radio/TV","Crédito Bom"
849,57,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",709,12,"radio/TV","Crédito Ruim"
850,33,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2235,20,"Carro","Crédito Ruim"
851,43,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",4042,24,"Carro","Crédito Bom"
852,35,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",1471,15,"radio/TV","Crédito Bom"
853,32,"Masculino","Não qualificado e residente","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1442,18,"Carro","Crédito Ruim"
854,45,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",10875,36,"Carro","Crédito Bom"
855,33,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1474,24,"Carro","Crédito Bom"
856,40,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",894,10,"Educação","Crédito Bom"
857,28,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",3343,15,"Móveis/Equipamentos","Crédito Bom"
858,29,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3959,15,"Carro","Crédito Ruim"
859,26,"Masculino","Qualificado","Alugada","Conta de Poupança Moderada","Sem Conta Corrente",3577,9,"Carro","Crédito Bom"
860,27,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",5804,24,"Carro","Crédito Bom"
861,28,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2169,18,"Negócios/Empreender","Crédito Ruim"
862,35,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2439,24,"radio/TV","Crédito Ruim"
863,32,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Rica","Sem Conta Corrente",4526,27,"Móveis/Equipamentos","Crédito Bom"
864,25,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",2210,10,"Móveis/Equipamentos","Crédito Ruim"
865,20,"Feminino","Qualificado","Alugada","Conta de Poupança Substancial","Sem Conta Corrente",2221,15,"Móveis/Equipamentos","Crédito Bom"
866,27,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2389,18,"radio/TV","Crédito Bom"
867,42,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3331,12,"Móveis/Equipamentos","Crédito Bom"
868,37,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",7409,36,"Negócios/Empreender","Crédito Bom"
869,24,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",652,12,"Móveis/Equipamentos","Crédito Bom"
870,40,"Feminino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",7678,36,"Móveis/Equipamentos","Crédito Bom"
871,46,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1343,6,"Carro","Crédito Bom"
872,26,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Básica",1382,24,"Negócios/Empreender","Crédito Bom"
873,24,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",874,15,"domestic appliances","Crédito Bom"
874,29,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3590,12,"Móveis/Equipamentos","Crédito Bom"
875,40,"Feminino","Qualificado","Própria","Conta de Poupança Rica","Conta Corrente Moderada",1322,11,"Carro","Crédito Bom"
876,36,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1940,18,"radio/TV","Crédito Bom"
877,28,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3595,36,"radio/TV","Crédito Bom"
878,27,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1422,9,"Carro","Crédito Ruim"
879,36,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",6742,30,"radio/TV","Crédito Bom"
880,38,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",7814,24,"Carro","Crédito Bom"
881,48,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",9277,24,"Carro","Crédito Bom"
882,36,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",2181,30,"Carro","Crédito Bom"
883,65,"Feminino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1098,18,"radio/TV","Crédito Bom"
884,43,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",4057,24,"Móveis/Equipamentos","Crédito Ruim"
885,53,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",795,12,"Educação","Crédito Ruim"
886,34,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",2825,24,"Negócios/Empreender","Crédito Bom"
887,23,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",15672,48,"Negócios/Empreender","Crédito Ruim"
888,34,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",6614,36,"Carro","Crédito Bom"
889,40,"Masculino","Qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",7824,28,"Carro","Crédito Bom"
890,43,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2442,27,"Negócios/Empreender","Crédito Bom"
891,46,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1829,15,"radio/TV","Crédito Bom"
892,38,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2171,12,"Carro","Crédito Bom"
893,34,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",5800,36,"Carro","Crédito Bom"
894,29,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",1169,18,"radio/TV","Crédito Bom"
895,31,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",8947,36,"Carro","Crédito Bom"
896,28,"Feminino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2606,21,"radio/TV","Crédito Bom"
897,35,"Feminino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",1592,12,"Móveis/Equipamentos","Crédito Bom"
898,33,"Feminino","Não qualificado e residente","Alugada","Sem Conta Poupança","Sem Conta Corrente",2186,15,"Móveis/Equipamentos","Crédito Bom"
899,42,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",4153,18,"Móveis/Equipamentos","Crédito Ruim"
900,43,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2625,16,"Carro","Crédito Ruim"
901,44,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3485,20,"Carro","Crédito Bom"
902,42,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",10477,36,"Carro","Crédito Bom"
903,40,"Masculino","Qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",1386,15,"radio/TV","Crédito Bom"
904,36,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1278,24,"radio/TV","Crédito Bom"
905,20,"Masculino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1107,12,"radio/TV","Crédito Bom"
906,24,"Masculino","Não qualificado e residente","Própria","Sem Conta Poupança","Conta Corrente Básica",3763,21,"Carro","Crédito Bom"
907,27,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",3711,36,"Educação","Crédito Bom"
908,46,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3594,15,"Carro","Crédito Bom"
909,33,"Feminino","Não qualificado e residente","Própria","Sem Conta Poupança","Conta Corrente Moderada",3195,9,"Carro","Crédito Bom"
910,34,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",4454,36,"radio/TV","Crédito Bom"
911,25,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",4736,24,"Móveis/Equipamentos","Crédito Ruim"
912,25,"Feminino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",2991,30,"radio/TV","Crédito Bom"
913,28,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",2142,11,"Negócios/Empreender","Crédito Bom"
914,31,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3161,24,"Negócios/Empreender","Crédito Ruim"
915,32,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",18424,48,"Férias/Outros","Crédito Ruim"
916,32,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",2848,10,"Carro","Crédito Bom"
917,68,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",14896,6,"Carro","Crédito Ruim"
918,33,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Básica",2359,24,"Móveis/Equipamentos","Crédito Ruim"
919,39,"Masculino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3345,24,"Móveis/Equipamentos","Crédito Ruim"
920,28,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1817,18,"Móveis/Equipamentos","Crédito Bom"
921,37,"Masculino","Altamente qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",12749,48,"radio/TV","Crédito Bom"
922,22,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1366,9,"radio/TV","Crédito Ruim"
923,30,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",2002,12,"Carro","Crédito Bom"
924,55,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",6872,24,"Móveis/Equipamentos","Crédito Ruim"
925,46,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",697,12,"Carro","Crédito Ruim"
926,21,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1049,18,"Móveis/Equipamentos","Crédito Bom"
927,39,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",10297,48,"Carro","Crédito Ruim"
928,58,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",1867,30,"radio/TV","Crédito Bom"
929,43,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1344,12,"Carro","Crédito Bom"
930,24,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1747,24,"Móveis/Equipamentos","Crédito Bom"
931,22,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1670,9,"radio/TV","Crédito Ruim"
932,30,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1224,9,"Carro","Crédito Bom"
933,42,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",522,12,"radio/TV","Crédito Bom"
934,23,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1498,12,"radio/TV","Crédito Bom"
935,30,"Masculino","Altamente qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",1919,30,"radio/TV","Crédito Ruim"
936,28,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",745,9,"radio/TV","Crédito Ruim"
937,30,"Masculino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",2063,6,"radio/TV","Crédito Bom"
938,42,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Moderada",6288,60,"Educação","Crédito Ruim"
939,46,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",6842,24,"Carro","Crédito Bom"
940,45,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3527,12,"Carro","Crédito Bom"
941,31,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1546,10,"Carro","Crédito Bom"
942,31,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",929,24,"Móveis/Equipamentos","Crédito Bom"
943,42,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1455,4,"Carro","Crédito Bom"
944,46,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1845,15,"Móveis/Equipamentos","Crédito Bom"
945,30,"Feminino","Qualificado","Própria","Conta de Poupança Substancial","Conta Corrente Moderada",8358,48,"Carro","Crédito Bom"
946,30,"Masculino","Qualificado","Cedida","Conta de Poupança Substancial","Conta Corrente Básica",3349,24,"Móveis/Equipamentos","Crédito Ruim"
947,38,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",2859,12,"Carro","Crédito Bom"
948,43,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1533,18,"Móveis/Equipamentos","Crédito Ruim"
949,31,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",3621,24,"radio/TV","Crédito Ruim"
950,40,"Masculino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",3590,18,"Negócios/Empreender","Crédito Bom"
951,24,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2145,36,"Negócios/Empreender","Crédito Ruim"
952,28,"Feminino","Qualificado","Alugada","Conta de Poupança Substancial","Conta Corrente Moderada",4113,24,"Carro","Crédito Ruim"
953,26,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",10974,36,"Móveis/Equipamentos","Crédito Ruim"
954,29,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1893,12,"Carro","Crédito Bom"
955,57,"Feminino","Altamente qualificado","Alugada","Conta de Poupança Rica","Conta Corrente Básica",1231,24,"radio/TV","Crédito Bom"
956,49,"Masculino","Não qualificado e residente","Própria","Sem Conta Poupança","Conta Corrente de Alto Padrão",3656,30,"radio/TV","Crédito Bom"
957,37,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1154,9,"radio/TV","Crédito Bom"
958,45,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",4006,28,"Carro","Crédito Ruim"
959,30,"Masculino","Qualificado","Cedida","Conta de Poupança Moderada","Conta Corrente Moderada",3069,24,"Móveis/Equipamentos","Crédito Bom"
960,30,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",1740,6,"radio/TV","Crédito Bom"
961,47,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2353,21,"Carro","Crédito Bom"
962,29,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3556,15,"Carro","Crédito Bom"
963,35,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2397,24,"radio/TV","Crédito Ruim"
964,22,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",454,6,"Reparos","Crédito Bom"
965,26,"Feminino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",1715,30,"radio/TV","Crédito Bom"
966,23,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Substancial","Conta Corrente Moderada",2520,27,"radio/TV","Crédito Ruim"
967,54,"Feminino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",3568,15,"radio/TV","Crédito Bom"
968,29,"Masculino","Qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",7166,42,"radio/TV","Crédito Bom"
969,40,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3939,11,"Carro","Crédito Bom"
970,22,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",1514,15,"Reparos","Crédito Bom"
971,43,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",7393,24,"Carro","Crédito Bom"
972,29,"Feminino","Não qualificado e não residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1193,24,"Carro","Crédito Ruim"
973,36,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",7297,60,"Negócios/Empreender","Crédito Ruim"
974,33,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2831,30,"radio/TV","Crédito Bom"
975,57,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Substancial","Conta Corrente de Alto Padrão",1258,24,"radio/TV","Crédito Bom"
976,64,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",753,6,"radio/TV","Crédito Bom"
977,42,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",2427,18,"Negócios/Empreender","Crédito Bom"
978,47,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2538,24,"Carro","Crédito Ruim"
979,25,"Masculino","Qualificado","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",1264,15,"Carro","Crédito Ruim"
980,49,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",8386,30,"Móveis/Equipamentos","Crédito Ruim"
981,33,"Masculino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",4844,48,"Negócios/Empreender","Crédito Ruim"
982,28,"Feminino","Altamente qualificado","Própria","Conta de Poupança Moderada","Conta Corrente de Alto Padrão",2923,21,"Carro","Crédito Bom"
983,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",8229,36,"Carro","Crédito Ruim"
984,30,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2028,24,"Móveis/Equipamentos","Crédito Bom"
985,25,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1433,15,"Móveis/Equipamentos","Crédito Bom"
986,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",6289,42,"Negócios/Empreender","Crédito Bom"
987,64,"Feminino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1409,13,"radio/TV","Crédito Bom"
988,29,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",6579,24,"Carro","Crédito Bom"
989,48,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1743,24,"radio/TV","Crédito Bom"
990,37,"Masculino","Não qualificado e residente","Própria","Sem Conta Poupança","Sem Conta Corrente",3565,12,"Educação","Crédito Bom"
991,34,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1569,15,"radio/TV","Crédito Bom"
992,23,"Masculino","Não qualificado e residente","Alugada","Sem Conta Poupança","Conta Corrente Básica",1936,18,"radio/TV","Crédito Bom"
993,30,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3959,36,"Móveis/Equipamentos","Crédito Bom"
994,50,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",2390,12,"Carro","Crédito Bom"
995,31,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1736,12,"Móveis/Equipamentos","Crédito Bom"
996,40,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3857,30,"Carro","Crédito Bom"
997,38,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",804,12,"radio/TV","Crédito Bom"
998,23,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1845,45,"radio/TV","Crédito Ruim"
999,27,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",4576,45,"Carro","Crédito Bom"
